net,length_um
divider_instance.mantisaAshift\[42\],171.5µm
net569,171.18µm
multiplier_instance.TT.CPA.sum\[26\],171.04µm
reorder_buf_instance.value0\[15\],170.85µm
net789,170.62µm
net1945,170.42µm
net1869,170.405µm
net1152,170.4µm
net1111,170.375µm
net932,170.32µm
_09494_,170.115µm
net923,170.09µm
net1272,169.93µm
net1761,169.44µm
net215,169.31µm
net1857,169.29µm
net988,169.21µm
divider_instance.mantisaAshift\[40\],169.18µm
net1034,169.18µm
net1626,169.17µm
net1578,169.08µm
_16519_,169.04µm
adder_buffer.out\[34\],168.9µm
net918,168.84µm
divider_instance.mantisaresult\[19\],168.82µm
multiplier_instance.PPG.B\[17\],168.69µm
_15615_,168.37µm
net783,168.34µm
net1371,168.3µm
net1712,168.3µm
net1724,167.96µm
net1418,167.82µm
net1862,167.62µm
net326,167.58µm
net1577,167.46µm
_03667_,167.39µm
net1408,167.08µm
add_mantisaB\[3\],167.075µm
_16311_,166.99µm
net2115,166.92µm
net1973,166.73µm
net1589,166.7µm
net1864,166.685µm
net1070,166.64µm
net58,166.49µm
net1806,166.48µm
net1388,166.24µm
_11438_,166.12µm
net1110,166.075µm
net197,166.07µm
net1140,166.06µm
multiplier_instance.TT.CPA.sum\[25\],165.97µm
reorder_buf_instance.value2\[22\],165.96µm
net972,165.87µm
_04252_,165.81µm
net734,165.66µm
net1249,165.55µm
net1303,165.52µm
net949,165.48µm
net897,165.24µm
net1259,165µm
net1160,164.86µm
net739,164.63µm
net1052,164.44µm
_08618_,164.4µm
net2003,164.38µm
net1887,164.235µm
net773,164.2µm
net159,164.07µm
_03659_,164µm
net909,163.97µm
divider_instance.mantisaresult\[45\],163.92µm
net1991,163.83µm
clknet_5_20__leaf_clk,163.83µm
_16541_,163.68µm
reorder_buf_instance.value2\[14\],163.31µm
adder_instance.expmiddle\[5\],163.2µm
_09373_,163.12µm
_15211_,163.06µm
clknet_5_21__leaf_clk,162.94µm
net167,162.7µm
net1061,162.62µm
net1265,162.62µm
adder_instance.expmiddle\[6\],162.57µm
net764,162.46µm
net1155,162.46µm
reorder_buf_instance.value2\[18\],162.45µm
net613,162.45µm
reorder_buf_instance.value1\[18\],162.43µm
net465,161.98µm
net1179,161.98µm
net247,161.94µm
net1033,161.88µm
net763,161.875µm
net1987,161.82µm
net889,161.73µm
clknet_5_30__leaf_clk,161.7µm
divider_instance.mantisaresult\[39\],161.475µm
net1293,161.42µm
net1480,161.4µm
net246,161.32µm
net1586,161.24µm
net51,161.22µm
net999,161.2µm
net2109,161.2µm
net2009,161.08µm
net1871,160.91µm
_16400_,160.55µm
divider_instance.mantisaresult\[34\],160.34µm
net1069,160.08µm
_08855_,159.87µm
net216,159.76µm
net2090,159.69µm
net181,159.2µm
net706,159.18µm
net953,158.73µm
_09374_,158.725µm
_16563_,158.68µm
net1386,158.66µm
net1211,158.42µm
_08163_,158.28µm
net870,158.26µm
net1934,158.155µm
_15631_,158.12µm
net531,158.12µm
net752,157.98µm
net1043,157.75µm
net2106,157.62µm
divider_instance.expmiddlea\[3\],157.28µm
_08854_,157.225µm
clknet_leaf_217_clk,157.01µm
multiplier_instance.PPG.B\[1\],156.84µm
_15113_,156.62µm
net1421,156.5µm
net1184,156.46µm
net1772,156.44µm
net1305,156.25µm
net797,155.45µm
net1372,155.27µm
net1515,155.26µm
net1105,154.995µm
net934,154.99µm
net1503,154.79µm
adder_buffer.out\[38\],154.62µm
divider_instance.mantisaresult\[18\],154.595µm
net629,154.52µm
net284,154.4µm
net1131,154.34µm
net1456,154.3µm
net1307,154.26µm
net1460,154.14µm
net1576,153.785µm
reorder_buf_instance.value1\[6\],153.78µm
net1175,153.5µm
net301,153.26µm
net1285,153.08µm
net985,152.91µm
net1092,152.9µm
net724,152.76µm
net1950,152.755µm
_04154_,152.66µm
net858,152.54µm
net1922,152.4µm
net1927,152.38µm
divider_instance.expmiddleb\[0\],152.3µm
net973,152.25µm
net1084,152.01µm
net141,151.98µm
clknet_leaf_173_clk,151.94µm
net2088,151.8µm
multiplier_instance.PPG.B\[16\],151.66µm
net1984,151.64µm
net229,151.48µm
net1582,151.48µm
net318,151.42µm
_06518_,151.415µm
net1928,151.38µm
net1344,151.34µm
_11963_,151.32µm
net1451,151.32µm
net176,150.94µm
net1616,150.88µm
net266,150.78µm
_06156_,150.74µm
_18513_,150.7µm
net337,150.62µm
net793,150.6µm
net1141,150.48µm
divider_instance.mantisaAshift\[43\],150.44µm
net1982,150.26µm
net1373,150.18µm
net1585,149.96µm
net349,149.91µm
net1078,149.82µm
net1410,149.76µm
_17821_,149.72µm
net342,149.655µm
adder_instance.mantisaresult\[56\],149.64µm
net1477,149.46µm
_07330_,149.4µm
net1552,149.36µm
net1850,149.03µm
net1557,148.84µm
_10305_,148.68µm
net921,148.61µm
adder_instance.mantisaAshift\[48\],148.42µm
_11957_,148.36µm
net911,148.23µm
net1610,148.175µm
net2026,148.02µm
net1592,147.9µm
_13367_,147.86µm
net1942,147.68µm
adder_buffer.out\[39\],147.5µm
net1599,147.26µm
clknet_leaf_234_clk,147.14µm
_14329_,147.09µm
_08856_,147.04µm
multiplier_instance.PPG.B\[15\],147.02µm
_06335_,147.01µm
net1822,146.97µm
net1701,146.7µm
net1985,146.66µm
reorder_buf_instance.value0\[8\],146.62µm
net2073,146.58µm
_05662_,146.52µm
_14912_,146.52µm
net1962,146.42µm
net203,146.3µm
net2038,146.22µm
adder_buffer.out\[20\],146.2µm
net218,146.18µm
net334,146.02µm
net1995,145.7µm
_11923_,145.42µm
_09225_,145.33µm
net1075,145.28µm
net1351,145.28µm
_09332_,145.27µm
net1453,145.21µm
net1989,144.88µm
net290,144.84µm
net1596,144.8µm
net354,144.72µm
_14782_,144.6µm
net394,144.475µm
net180,144.36µm
adder_instance.mantisaresult\[54\],144.35µm
net840,144.27µm
net267,144.14µm
mult_mantisa\[20\],144.1µm
net813,144µm
net1328,143.88µm
net1521,143.745µm
net1886,143.47µm
net627,143.465µm
net975,143.425µm
net1545,143.31µm
_09348_,143.28µm
_13794_,143.105µm
net255,143.02µm
net1990,143.015µm
net1823,142.92µm
_07516_,142.9µm
net1885,142.835µm
net332,142.8µm
net1308,142.76µm
net1407,142.68µm
net170,142.66µm
net241,142.56µm
adder_buffer.out\[3\],142.46µm
clknet_leaf_184_clk,142.44µm
net533,142.4µm
net1794,142.4µm
_18389_,142.38µm
net1926,142.22µm
_15405_,142.18µm
net1063,142.17µm
net1594,142.04µm
reorder_buf_instance.value0\[1\],142.02µm
net1349,142.02µm
net556,142µm
clknet_5_18__leaf_clk,141.86µm
_16363_,141.82µm
net872,141.78µm
net1818,141.74µm
net44,141.62µm
net261,141.58µm
net1135,141.58µm
divider_instance.expmiddlea\[2\],141.49µm
net1071,141.42µm
net1551,141.32µm
net1374,141.16µm
net1825,140.9µm
net340,140.8µm
net1896,140.695µm
_16349_,140.69µm
clknet_leaf_188_clk,140.64µm
net219,140.57µm
net559,140.55µm
add_mantisaB\[0\],140.51µm
net514,140.37µm
net1953,140.32µm
reorder_buf_instance.value2\[20\],140.3µm
divider_instance.mantisaresult\[17\],140.22µm
net1798,140.2µm
_11710_,140.1µm
net1912,140.085µm
reorder_buf_instance.value1\[23\],140.045µm
net1854,140.02µm
net567,139.875µm
net1537,139.72µm
net2017,139.69µm
_10100_,139.51µm
net1394,139.42µm
add_mantisaB\[4\],139.4µm
_11437_,139.335µm
net1617,139.32µm
net537,139.28µm
adder_instance.mantisaresult\[57\],139.15µm
net360,139.03µm
net2102,139.02µm
net1271,138.94µm
net957,138.88µm
_07940_,138.76µm
_16388_,138.74µm
net1940,138.5µm
add_mantisaB\[14\],138.49µm
net1466,138.26µm
_21780_,138.17µm
net198,138.025µm
_15078_,137.94µm
reorder_buf_instance.value1\[9\],137.93µm
net1625,137.9µm
net545,137.76µm
_18392_,137.66µm
_03656_,137.52µm
net1888,137.46µm
_05687_,137.4µm
reorder_buf_instance.value0\[11\],137.37µm
reorder_buf_instance.value2\[7\],137.34µm
net353,137.26µm
clknet_leaf_189_clk,136.98µm
_10682_,136.9µm
mult_buffer.out\[32\],136.9µm
net1000,136.67µm
net1385,136.635µm
_18393_,136.42µm
net1234,136.38µm
_15451_,136.35µm
_04005_,136.16µm
reorder_buf_instance.value0\[7\],136.14µm
net345,136.06µm
add_mantisaB\[1\],136µm
clknet_leaf_203_clk,135.98µm
net1918,135.97µm
net1079,135.95µm
reorder_buf_instance.head\[2\],135.88µm
reorder_buf_instance.value2\[9\],135.88µm
net2063,135.88µm
_13796_,135.84µm
net1930,135.69µm
net1892,135.615µm
_16378_,135.44µm
net728,135.38µm
net304,135.34µm
net1045,135.34µm
_07584_,135.26µm
clknet_leaf_223_clk,135.2µm
_06334_,135.14µm
_14331_,135.06µm
multiplier_instance.PPG.A\[22\],135.06µm
divider_instance.mantisaresult\[21\],135.03µm
adder_instance.mantisaresult\[55\],134.95µm
net276,134.94µm
net864,134.78µm
clknet_leaf_186_clk,134.74µm
net807,134.61µm
net1501,134.54µm
net407,134.495µm
_15344_,134.49µm
_06711_,134.38µm
net1424,134.36µm
_10043_,134.28µm
add_mantisaB\[5\],134.25µm
net995,133.86µm
clknet_leaf_200_clk,133.835µm
net2094,133.8µm
net152,133.76µm
clknet_leaf_180_clk,133.755µm
_11958_,133.615µm
net2093,133.535µm
_04074_,133.5µm
divider_instance.inf1,133.42µm
net1868,133.42µm
net513,133.34µm
net1136,133.26µm
_15604_,133.19µm
divider_instance.undefined1,133.135µm
_05666_,133.12µm
_21760_,133.06µm
net1957,132.98µm
net1098,132.9µm
net175,132.88µm
net1448,132.6µm
divider_instance.mantisaAshift\[41\],132.26µm
_02570_,132.2µm
net1302,132.14µm
clknet_leaf_179_clk,132.08µm
_02868_,131.98µm
_02670_,131.8µm
net540,131.76µm
net1883,131.76µm
net2054,131.74µm
net1370,131.645µm
net214,131.32µm
net2118,131.05µm
net1538,131.04µm
net1526,130.82µm
net735,130.66µm
net64,130.46µm
net1530,130.3µm
net1642,130.3µm
adder_instance.mantisaresult\[53\],130.16µm
net737,130.15µm
net1322,130.1µm
net1338,130.075µm
net655,129.955µm
clknet_leaf_230_clk,129.915µm
net1464,129.86µm
net63,129.79µm
reorder_buf_instance.write_location0\[3\],129.68µm
net1027,129.68µm
clknet_leaf_201_clk,129.68µm
net994,129.51µm
net1355,129.48µm
net348,129.46µm
net1286,129.41µm
multiplier_instance.TT.CPA.sum\[27\],129.34µm
net2065,129.26µm
divider_instance.expmiddleb\[7\],129.2µm
_07601_,129.135µm
net2095,129.01µm
net1320,128.945µm
net1104,128.84µm
net1622,128.82µm
net2119,128.68µm
net1841,128.54µm
net3297,128.54µm
net960,128.52µm
net1829,128.52µm
clknet_leaf_21_clk,128.44µm
clknet_leaf_181_clk,128.36µm
net48,128.34µm
_11711_,128.25µm
net2046,128.24µm
net1235,128.16µm
net330,128.14µm
net611,128.1µm
_05655_,128.09µm
net1994,128.05µm
net1819,127.83µm
net1846,127.82µm
net916,127.76µm
_10964_,127.6µm
net405,127.53µm
net1976,127.45µm
net1607,127.44µm
net868,127.38µm
net196,127.37µm
net1908,127.335µm
_05703_,127.32µm
net963,127.32µm
net260,127.14µm
net714,127.04µm
_05649_,126.93µm
net1954,126.62µm
net676,126.6µm
net2021,126.56µm
divider_instance.mantisaresult\[32\],126.46µm
_04952_,126.44µm
net1604,126.44µm
clknet_leaf_227_clk,126.42µm
_07587_,126.36µm
_16393_,126.295µm
_05693_,126.05µm
net1620,125.87µm
_10098_,125.86µm
net1314,125.8µm
net1327,125.76µm
_09163_,125.75µm
_10099_,125.67µm
reorder_buf_instance.value2\[31\],125.62µm
adder_instance.mantisaresult\[38\],125.58µm
multiplier_instance.s3_sum\[43\],125.5µm
net2001,125.49µm
net543,125.44µm
_09431_,125.42µm
net504,125.37µm
net2113,125.36µm
adder_instance.mantisaresult\[16\],125.22µm
net1870,124.99µm
_09562_,124.96µm
divider_instance.mantisaAshift\[47\],124.86µm
clknet_leaf_23_clk,124.86µm
adder_instance.mantisaresult\[36\],124.83µm
_16805_,124.6µm
net1858,124.585µm
_18374_,124.58µm
divider_instance.expmiddlea\[4\],124.48µm
clknet_leaf_99_clk,124.405µm
divider_instance.mantisaAshift\[46\],124.38µm
net1916,124.37µm
_14274_,124.32µm
net137,124.24µm
net142,124.13µm
data_location\[2\],124.12µm
net1986,124.03µm
divider_instance.mantisaresult\[2\],123.95µm
net449,123.94µm
net1319,123.935µm
net1430,123.86µm
net1853,123.81µm
net1331,123.8µm
net722,123.7µm
net149,123.68µm
net1842,123.61µm
net376,123.48µm
net2111,123.4µm
divider_instance.mantisaAshift\[60\],123.36µm
net367,123.22µm
_18391_,123.19µm
net139,123.08µm
_03520_,123.04µm
_10306_,123µm
multiplier_instance.PPG.B\[6\],122.96µm
adder_instance.mantisaBshift\[12\],122.955µm
_13795_,122.82µm
net178,122.78µm
net151,122.74µm
net1039,122.64µm
_09563_,122.6µm
_10555_,122.23µm
net314,122.18µm
net1969,122.18µm
_06533_,122.14µm
net1345,122.125µm
net1851,122.085µm
mult_mantisa\[4\],122.02µm
net199,122µm
_01434_,121.985µm
net1827,121.93µm
net501,121.85µm
reorder_buf_instance.write_location0\[2\],121.8µm
_05572_,121.78µm
net158,121.52µm
net1802,121.39µm
adder_instance.mantisaresult\[32\],121.17µm
net40,121.12µm
net1814,121.1µm
net1958,121.04µm
net887,121.005µm
net940,120.95µm
net1628,120.7µm
net1906,120.685µm
net341,120.68µm
_03475_,120.58µm
net799,120.52µm
net1812,120.48µm
_18310_,120.46µm
_09338_,120.44µm
net1831,120.345µm
_12153_,120.32µm
net1289,120.3µm
adder_instance.mantisaAshift\[49\],120.29µm
net1960,120.235µm
_04809_,120.22µm
net1855,120.195µm
net1602,120.15µm
net2030,120.13µm
adder_instance.mantisaresult\[50\],120.07µm
net805,119.88µm
net1838,119.88µm
net1590,119.8µm
net2049,119.78µm
net1522,119.76µm
divider_instance.expmiddleb\[5\],119.72µm
net421,119.7µm
net179,119.56µm
reorder_buf_instance.value2\[6\],119.5µm
net1914,119.48µm
net293,119.475µm
_09346_,119.42µm
net233,119.37µm
net1959,119.24µm
_07613_,119.225µm
net362,119.22µm
reorder_buf_instance.value0\[18\],119.2µm
net1876,119.2µm
net1432,119.15µm
net1905,119.145µm
net1824,119.11µm
add_mantisaB\[7\],118.98µm
net2082,118.96µm
net1910,118.9µm
net510,118.74µm
net2010,118.73µm
_11197_,118.72µm
adder_instance.mantisaresult\[25\],118.68µm
net2104,118.6µm
multiplier_instance.s3_sum\[24\],118.58µm
adder_instance.mantisaresult\[44\],118.54µm
divider_instance.mantisaAshift\[52\],118.48µm
_04513_,118.47µm
clknet_leaf_218_clk,118.4µm
net2108,118.32µm
net2041,118.295µm
adder_buffer.value\[36\],118.24µm
net1611,118.18µm
net1598,118.16µm
_14343_,118.14µm
adder_instance.mantisaresult\[7\],118.14µm
_05756_,118.12µm
net275,117.96µm
net1057,117.83µm
clknet_leaf_192_clk,117.76µm
net1709,117.72µm
clknet_leaf_183_clk,117.64µm
net1341,117.6µm
net1964,117.6µm
clknet_leaf_177_clk,117.6µm
net3279,117.56µm
data_location\[0\],117.5µm
adder_buffer.out\[0\],117.4µm
net352,117.36µm
net1978,117.2µm
net1400,117.15µm
net1476,117.01µm
adder_instance.mantisaresult\[35\],116.98µm
net1340,116.975µm
clknet_leaf_206_clk,116.82µm
net270,116.74µm
net1630,116.68µm
net239,116.575µm
net2114,116.52µm
net1315,116.385µm
net232,116.38µm
net1002,116.37µm
data_location\[3\],116.28µm
_02560_,116.24µm
clknet_leaf_75_clk,116.24µm
_06748_,116.135µm
net1199,115.88µm
net311,115.795µm
_06930_,115.79µm
adder_instance.mantisaresult\[19\],115.73µm
_08401_,115.7µm
net283,115.68µm
_16187_,115.66µm
net2080,115.43µm
clknet_leaf_22_clk,115.38µm
net726,115.36µm
_08853_,115.2µm
net34,115.14µm
net621,115.06µm
net148,114.98µm
_14367_,114.96µm
net1852,114.85µm
net322,114.78µm
net373,114.78µm
net2053,114.78µm
net1581,114.74µm
divider_instance.mantisaresult\[22\],114.735µm
net1848,114.66µm
net993,114.58µm
net1834,114.56µm
net161,114.54µm
net969,114.54µm
_13175_,114.48µm
divider_instance.mantisaAshift\[53\],114.48µm
clknet_leaf_77_clk,114.44µm
_16868_,114.31µm
net71,114.22µm
net1936,114.12µm
clknet_leaf_233_clk,114.08µm
_14281_,114µm
net2051,114µm
net370,113.82µm
net296,113.795µm
adder_instance.mantisaresult\[12\],113.74µm
net1894,113.63µm
net831,113.61µm
net1573,113.57µm
net166,113.53µm
_15624_,113.51µm
net210,113.48µm
_02567_,113.42µm
clknet_leaf_245_clk,113.38µm
net2025,113.34µm
net2072,113.32µm
divider_instance.expmiddlec\[3\],113.265µm
reorder_buf_instance.value2\[29\],113.22µm
adder_instance.mantisaAshift\[47\],113.19µm
divider_instance.mantisaAshift\[44\],113.19µm
divider_instance.mantisaA0\[15\],113.16µm
net830,113.15µm
_15614_,113.08µm
divider_instance.mantisaresult\[0\],113.06µm
clknet_leaf_24_clk,112.995µm
_13797_,112.92µm
net931,112.92µm
net1299,112.88µm
net1971,112.8µm
net1101,112.795µm
adder_instance.mantisaresult\[46\],112.7µm
net399,112.66µm
_18516_,112.56µm
net1979,112.5µm
divider_instance.mantisaresult\[28\],112.385µm
net532,112.38µm
net1239,112.38µm
_07617_,112.33µm
net1444,112.3µm
net1875,112.295µm
net1879,112.24µm
net466,112.22µm
net287,112.14µm
net257,112.12µm
clknet_leaf_130_clk,112.1µm
net372,111.98µm
net1920,111.95µm
_10669_,111.86µm
net1335,111.76µm
net1295,111.755µm
net1956,111.665µm
net577,111.6µm
net1415,111.49µm
net1608,111.48µm
net1808,111.48µm
net553,111.475µm
divider_instance.expmiddleb\[1\],111.39µm
net1514,111.37µm
_03404_,111.33µm
net1904,110.96µm
reorder_buf_instance.value0\[23\],110.84µm
clknet_leaf_106_clk,110.74µm
net1835,110.72µm
_14448_,110.64µm
adder_instance.expmiddle\[4\],110.6µm
net1997,110.52µm
net1974,110.38µm
_05697_,110.34µm
_03343_,110.16µm
_07625_,110.16µm
reorder_buf_instance.value0\[29\],110.16µm
net374,110.02µm
net172,109.9µm
net541,109.76µm
net519,109.68µm
net446,109.65µm
net384,109.62µm
_05645_,109.58µm
net2007,109.48µm
adder_instance.mantisaBshift\[31\],109.39µm
adder_instance.mantisaresult\[14\],109.23µm
clknet_leaf_187_clk,109.21µm
net486,109.12µm
net388,108.99µm
adder_instance.mantisaresult\[13\],108.96µm
net944,108.95µm
_01435_,108.865µm
net1933,108.86µm
adder_instance.mantisaBshift\[14\],108.835µm
net1298,108.82µm
net2101,108.82µm
clknet_leaf_146_clk,108.78µm
net460,108.54µm
net1849,108.54µm
net357,108.5µm
net144,108.48µm
net1406,108.46µm
adder_instance.mantisaresult\[11\],108.44µm
clknet_leaf_4_clk,108.42µm
_10958_,108.41µm
_06210_,108.4µm
_01805_,108.385µm
net1395,108.3µm
net1354,108.28µm
net1054,108.22µm
clknet_leaf_110_clk,108.22µm
divider_instance.mantisaresult\[30\],108.115µm
net1881,107.955µm
net375,107.915µm
net1329,107.9µm
clknet_leaf_244_clk,107.84µm
net249,107.72µm
clknet_leaf_42_clk,107.72µm
adder_instance.mantisaresult\[8\],107.69µm
net2098,107.66µm
multiplier_instance.s3_sum\[44\],107.5µm
reorder_buf_instance.value0\[22\],107.42µm
data_location\[1\],107.4µm
_07594_,107.36µm
net263,107.26µm
_01629_,107.18µm
_18369_,107.1µm
_02720_,107.06µm
net379,107.06µm
net1377,107.06µm
_13230_,106.96µm
net409,106.905µm
net2110,106.9µm
divider_instance.mantisaresult\[15\],106.815µm
net1847,106.76µm
net363,106.66µm
adder_buffer.value\[39\],106.62µm
net1946,106.6µm
adder_instance.mantisaresult\[52\],106.58µm
divider_instance.mantisaresult\[23\],106.52µm
net493,106.46µm
net910,106.36µm
_13793_,106.28µm
net1786,106.28µm
net1975,106.26µm
adder_instance.mantisaresult\[40\],106.2µm
reorder_buf_instance.head\[3\],106.19µm
_09894_,106.18µm
net1972,106.13µm
net1880,106.12µm
_18478_,106.1µm
divider_instance.expmiddlec\[4\],106µm
net1816,106µm
net462,105.94µm
net1830,105.91µm
net1375,105.875µm
divider_instance.expmiddleb\[6\],105.86µm
net1840,105.84µm
net1903,105.815µm
net392,105.78µm
net380,105.68µm
clknet_leaf_18_clk,105.68µm
net1284,105.62µm
net1036,105.52µm
net3228,105.46µm
net420,105.44µm
clknet_leaf_33_clk,105.44µm
divider_instance.mantisaresult\[20\],105.32µm
net2045,105.28µm
net498,105.27µm
_10694_,105.2µm
divider_instance.mantisaresult\[25\],105.2µm
_05501_,105.08µm
adder_instance.mantisaresult\[45\],105.075µm
adder_instance.mantisaresult\[4\],105.06µm
net1627,105.04µm
net933,104.94µm
net271,104.82µm
net3313,104.8µm
_07497_,104.76µm
_16853_,104.695µm
adder_instance.mantisaresult\[37\],104.67µm
net1826,104.66µm
clknet_leaf_207_clk,104.66µm
net1968,104.655µm
clknet_leaf_142_clk,104.6µm
_05451_,104.59µm
net1921,104.59µm
reorder_buf_instance.value1\[14\],104.55µm
clknet_leaf_232_clk,104.54µm
_18930_,104.5µm
net1878,104.48µm
adder_instance.mantisaresult\[58\],104.44µm
net1287,104.42µm
net1574,104.42µm
_06904_,104.3µm
_13369_,104.25µm
net282,104.23µm
_12688_,104.22µm
net351,104.13µm
div_buffer.out\[32\],104.08µm
net2096,104.08µm
clknet_leaf_53_clk,104.04µm
_03373_,104.03µm
net663,104.01µm
_17815_,103.915µm
_05896_,103.91µm
net238,103.83µm
net772,103.74µm
net1817,103.66µm
net1346,103.64µm
clknet_leaf_66_clk,103.34µm
adder_buffer.value\[30\],103.3µm
net1832,103.28µm
net2070,103.28µm
_18411_,103.24µm
net908,103.24µm
adder_instance.mantisaAshift\[50\],103.22µm
net223,103.22µm
clknet_leaf_94_clk,103.18µm
_01480_,103.115µm
net2004,103.02µm
net885,103µm
adder_instance.mantisaresult\[41\],102.98µm
adder_instance.mantisaAshift\[51\],102.92µm
net346,102.86µm
multiplier_instance.PPG.A\[13\],102.76µm
net1010,102.76µm
